id_seguridad,fecha,comuna,tipo_delito,sector,cantidad_casos,gravedad,edad_involucrado,codigo_temp_x,observacion_manual,id_old
7008.0,05/10/2025,Coquimbo ,Fraude,Rural,16.0,ALTA,39.0,TMP-001,,884485
7009.0,2024-02-02,Ovalle,Robo,centro,6.0,Media,22.0,,dato ingresado manualmente,920782
7010.0,2025-05-12,vicuna,,sur,17.0,ALTA,63.0,TMP-002,dato ingresado manualmente,72063
,2024/09/07,Montepatria,Accidente,centro,13.0,Alta,54.0,TMP-002,dato ingresado manualmente,698962
7012.0,21/10/2024,COQUIMBO,Accidente,,10.0,Alta,46.0,,sin validar,220538
7013.0,2025/03/31,Ovalle,Hurto,norte,,ALTA,"14,0",TMP-001,revisar,520093
7014.0,,illapel,Accidente,centro,3.0,Alta,57.0,TMP-002,revisar,701469
7015.0,12/06/2025,Salamanca,Hurto,Sur,7.0,,36.0,TMP-001,ok,661775
7016.0,Jul-29-2024,Illapel,Accidente,,3.0,Alta,62.0,TMP-002,dato ingresado manualmente,103837
7017.0,Aug-03-2024,Ovalle,Accidente,Sur,5.0,Baja,16.0,,sin validar,302803
7018.0,Nov-19-2024,Illapel,Accidente,Centro,18.0,,69.0,,ok,449592
7019.0,26/05/2024,ovalle,Accidente,Norte,10.0,Media,57.0,,ok,608939
7020.0,sin fecha,OVALLE,Accidente,,13.0,,22.0,TMP-001,,783990
7021.0,13/12/2024,monte patria,,Norte,18.0,Baja,39.0,,ok,787388
7022.0,2025-10-17,COQUIMBO,Accidente,Norte,11.0, Media ,26.0,,,188712
7023.0,2025/02/12,LaSerena,,Norte,13.0,,46.0,TMP-001,,792979
7024.0,Jan-02-2024,LaSerena,Hurto,NORTE,1.0,Media,23.0,TMP-001,ok,332422
7025.0,2024-06-21,monte patria,Accidente,,15.0,Baja,38.0,ERROR,sin validar,117094
7026.0,26/09/2024,OVALLE,Accidente,centro,6.0,baja,50.0,,,897207
7027.0,2024-06-02,coquimbo,Fraude,centro,8.0,Baja,61.0,,revisar,744722
7028.0,2024-03-13,La Serena,Robo,centro,3.0,Alta,54.0,,dato ingresado manualmente,437268
,25/11/2024,Coquimbo ,Robo,Centro,1.0,Media,66.0,ERROR,ok,3214
7030.0,07/04/2024,monte patria,ROBO,,6.0,baja,40.0,,sin validar,144311
7031.0,2024-01-20,coquimbo,Fraude,Rural,9.0,Alta,,,,875597
7032.0,,monte patria,robo,Norte,9.0,Media,14.0,,sin validar,496480
7033.0,2025-11-06,monte patria,Hurto,Norte,10.0,Media,,ERROR,revisar,838407
7034.0,,Montepatria,robo,Sur,12.0,baja,25.0,TMP-002,dato ingresado manualmente,768845
7035.0,2024/04/08,Vicuña,Violencia,NORTE,17.0,,57.0,,revisar,509224
7036.0,2024/06/14,LA SERENA,Accidente,centro,16.0,ALTA,31.0,,dato ingresado manualmente,273646
7037.0,2024-04-13,Illapel,Accidente,Sur,13.0,Alta,33.0,ERROR,revisar,941497
7038.0,2025/04/15,la serena,Hurto,centro,4.0,Baja,"34,0",,ok,953299
7039.0,2024/09/26,illapel,Violencia,Centro,18.0,Baja,,TMP-001,,726610
7040.0,25/06/2024,la serena,,centro,17.0,Media,21.0,TMP-001,sin validar,10966
7041.0,May-02-2025,monte patria,Fraude,Rural,16.0,Media,63.0,,,39773
7042.0,2025-07-13,Coquimbo,Violencia,Rural,12.0,baja,49.0,,revisar,14608
7043.0,Oct-02-2025,andacollo,Accidente,Sur,2.0,ALTA,32.0,TMP-002,ok,922264
7044.0,24/09/2025,Coquimbo ,Robo,centro,2.0,baja,37.0,TMP-001,sin validar,322630
7045.0,,Monte Patria,Fraude,NORTE,6.0,Alta,51.0,TMP-002,revisar,141343
7046.0,Nov-04-2025,LaSerena,Hurto,centro,16.0,Media,31.0,,sin validar,866787
7047.0,Oct-09-2024,Serena,Fraude,centro,5.0,Baja,19.0,TMP-001,,827437
7048.0,Nov-12-2024,Coquimbo,Hurto, Norte ,9.0,Media,50.0,TMP-002,ok,15437
7049.0,Feb-11-2024,Salamanca,,Sur,6.0,baja,32.0,TMP-001,sin validar,936921
7050.0,2024/10/27,LaSerena,,Norte,1.0,Baja,19.0,TMP-002,ok,739058
7051.0,2024/10/28,Andacollo,,Sur,16.0,Alta,22.0,,,547597
7052.0,2025-03-28,la serena,Robo,,4.0, ALTA ,,TMP-001,revisar,722383
7053.0,,Andacollo,Fraude,Sur,12.0,,59.0,TMP-001,,450977
7054.0,12/05/2025,Coquimbo ,robo,,2.0,Baja,64.0,ERROR,sin validar,57444
7055.0,2025/04/02,VICUÑA,robo,Sur,15.0,ALTA,62.0,TMP-002,dato ingresado manualmente,652088
7056.0,2025/10/26,LA SERENA,Fraude,Rural,10.0,baja,-1.0,TMP-002,dato ingresado manualmente,544853
,2025-08-28,Andacollo,Hurto,Sur,2.0,baja,38.0,,,998255
7058.0,21/02/2025,Coquimbo,Robo,centro,3.0,,38.0,ERROR,dato ingresado manualmente,251053
7059.0,2024-06-12,Salamanca,Accidente,NORTE,15.0,ALTA,69.0,TMP-002,,985980
7060.0,2025-05-08,ovalle,Robo,norte,10.0,ALTA,24.0,ERROR,sin validar,849572
7061.0,2024-03-26,Coquimbo,Robo,NORTE,7.0,Alta,19.0,,,647042
7062.0,05/11/2024,la serena,Fraude,Rural,8.0,Alta,"25,0",,dato ingresado manualmente,587955
,2025/06/19,LaSerena,robo,Norte,10.0,baja,,,revisar,850532
7064.0,04/10/2024,vicuna,,Sur,"11,0",Alta,15.0,TMP-001,dato ingresado manualmente,186064
7065.0,2025/02/24,Serena,Hurto,,1.0,Media,56.0,ERROR,revisar,641295
7066.0,2025/10/31,illapel,Hurto,Sur,5.0,Media,16.0,,dato ingresado manualmente,222565
7067.0,,Montepatria,Accidente,Centro,14.0,baja,47.0,,sin validar,713956
7068.0,02/08/2024,COQUIMBO,,,10.0,,56.0,TMP-001,,292061
7069.0,2025-06-19,Coquimbo ,Violencia,NORTE,13.0,ALTA,,,sin validar,603247
7070.0,30/12/2025,Ovalle,robo,Sur,15.0,Media,5.0,,dato ingresado manualmente,891580
7071.0,2024-04-02,Monte Patria,Violencia,Rural,1.0,,"58,0",TMP-001,sin validar,459237
7072.0,2025-03-27,Salamanca,Fraude,Sur,3.0,baja,41.0,,sin validar,371397
7073.0,Aug-07-2024,salamanca,Robo,Centro,11.0,,49.0,TMP-001,,254091
7074.0,,ovalle,Fraude,,18.0,ALTA,58.0,,,317702
7075.0,sin fecha,Montepatria,,centro,18.0,Media,29.0,TMP-001,dato ingresado manualmente,616505
,2024-06-01,LA SERENA,robo,Sur,10.0,Media,21.0,,,376898
7077.0,22/07/2025,Coquimbo ,Robo,centro,8.0,Baja,24.0,,sin validar,40773
7078.0,Mar-31-2024,la serena,Hurto,Rural,5.0,ALTA,18.0,,,241393
7079.0,2025-01-30,Ovalle,Robo,,17.0,Baja,55.0,,revisar,473484
7080.0,2025-03-19,coquimbo,Fraude,Centro,,Baja,44.0,ERROR,sin validar,231324
7081.0,Dec-30-2024,Monte Patria,Accidente,Centro,14.0,Alta,23.0,,ok,394280
7082.0,09/04/2025,SALAMANCA,Fraude, Centro ,6.0,Media,,ERROR,sin validar,62104
7083.0,2025-03-31,andacollo,Robo,Norte,14.0,Alta,19.0,TMP-002,,860650
,May-23-2025,Montepatria,Accidente,Sur,8.0,Alta,51.0,,ok,335309
7085.0,06/06/2025,Coquimbo ,robo,Centro,,Media,69.0,TMP-001,ok,224947
7086.0,Jun-07-2025,Salamanca,Robo,,12.0,,29.0,,ok,674771
7087.0,2025/09/26,Vicuña,Accidente,Centro,10.0,Baja,68.0,TMP-001,ok,402809
7088.0,,vicuna,Accidente,Norte,10.0,baja,65.0,,revisar,596637
7089.0,Aug-08-2025,coquimbo,Robo,centro,19.0,ALTA,29.0,TMP-002,,390346
7090.0,,Andacollo,Fraude,Sur,5.0,,51.0,,sin validar,4964
7091.0,14/09/2025,Salamanca,Robo,Sur,9.0,Baja,47.0,,sin validar,433562
7092.0,2024-09-29,Salamanca,Accidente,Centro,8.0,Media,50.0,ERROR,revisar,400957
7093.0,13/07/2024,Serena,robo,Sur,15.0,ALTA,37.0,,revisar,938200
7094.0,2025-10-13,Montepatria,Robo,Centro,10.0,Alta,53.0,TMP-002,sin validar,862632
7095.0,,coquimbo,,centro,18.0,Media,16.0,ERROR,,952306
7096.0,,Montepatria,robo,Rural,1.0,Baja,56.0,ERROR,ok,781716
7097.0,Mar-02-2024,La Serena,Robo,centro,3.0,Alta,25.0,TMP-002,revisar,800849
7098.0,2024-01-19,Coquimbo ,,,8.0,Baja,43.0,TMP-002,,570736
7099.0,Sep-11-2025,LA SERENA,Hurto,,16.0,Baja,67.0,TMP-001,sin validar,303408
7100.0,05/03/2025,COQUIMBO,robo,Norte,8.0,baja,31.0,,,95198
7101.0,2025/05/12,Coquimbo ,,Sur,"18,0",Media,52.0,ERROR,sin validar,617418
7102.0,2025/08/01,Montepatria,Robo,,7.0,Baja,130.0,TMP-002,dato ingresado manualmente,628891
7103.0,2025-05-07,andacollo,,Rural,12.0,baja,52.0,,sin validar,693554
7104.0,2025/12/11,COQUIMBO,Accidente,NORTE,5.0,Media,63.0,,sin validar,524890
7105.0,2025/07/15,ANDACOLLO,robo,centro,5.0,Alta,,TMP-002,sin validar,814092
7106.0,2025-07-13,Ovalle,,Rural,11.0,,,,,423042
7107.0,2024-02-24,Salamanca,Hurto,Centro,10.0,Alta,17.0,TMP-001,dato ingresado manualmente,150090
7108.0,01/09/2025,monte patria,Violencia,Norte,1.0,ALTA,50.0,TMP-001,sin validar,453642
,2025-10-27,SALAMANCA,,Sur,7.0,Alta,29.0,ERROR,revisar,919050
7110.0,,VICUÑA,Hurto,Rural,12.0,ALTA,62.0,TMP-001,sin validar,484006
7111.0,Mar-20-2024,Vicuña,robo,centro,18.0,ALTA,25.0,,sin validar,235343
7112.0,15/05/2024,VICUÑA,Violencia,Norte,5.0,,29.0,TMP-002,,655546
7113.0,2024/11/21,Coquimbo ,Fraude,NORTE,15.0,ALTA,28.0,TMP-002,ok,975326
7114.0,07/01/2025, La Serena ,robo,Centro,9.0,Baja,61.0,ERROR,,800315
7115.0,sin fecha,La Serena,,Rural,13.0,Alta,38.0,,dato ingresado manualmente,145150
7116.0,2025-01-19,Illapel, Accidente ,Sur,10.0,Media,39.0,TMP-002,revisar,868628
7117.0,12/06/2024,andacollo,Accidente,,1.0,,59.0,,,6109
7118.0,22/07/2025,Coquimbo,robo,Norte,14.0,,57.0,ERROR,,233690
7119.0,2025-12-18,La Serena,robo,NORTE,15.0,Alta,39.0,TMP-002,,654581
7120.0,,Vicuña,Hurto,NORTE,,Baja,30.0,,ok,195902
,2025/09/30,Monte Patria,,Norte,1.0,Media,17.0,,ok,108553
7122.0,30/10/2025,Monte Patria,Violencia,,15.0,Media,,,revisar,250449
7123.0,2025/10/09,Monte Patria,robo, Centro ,2.0,Alta,36.0,,revisar,646371
7124.0,22/07/2025,coquimbo,robo,Norte,7.0,Media,"52,0",TMP-002,,569477
7125.0,,OVALLE,Violencia,Rural,"6,0",Alta,25.0,TMP-001,,13915
7126.0,2025/06/29,ovalle,Violencia, centro ,16.0,ALTA,"30,0",TMP-001,revisar,47055
7127.0,2024-02-12,vicuña,,Rural,7.0,,33.0,TMP-001,revisar,428192
7128.0,,OVALLE,,Norte,16.0,Media,41.0,TMP-002,,48826
7129.0,2024/01/31,Coquimbo,Hurto,,13.0,Alta,24.0,TMP-001,dato ingresado manualmente,603015
7130.0,2025-12-19,SALAMANCA,Hurto,,15.0,Baja,45.0,ERROR,,105323
7131.0,31/05/2025,coquimbo,Violencia,Norte,9.0,Alta,19.0,TMP-002,revisar,282968
7132.0,,ovalle,Robo,Sur,9.0,Baja,63.0,,sin validar,669240
7133.0,2024/11/30,Montepatria,,Rural,7.0,Baja,20.0,ERROR,revisar,776302
7134.0,Oct-05-2025,ovalle,,centro,9.0,,64.0,,,281286
7135.0,06/03/2024,VICUÑA, Violencia ,,18.0,ALTA,44.0,TMP-001,,483455
7136.0,Dec-22-2024,Coquimbo ,robo,Norte,17.0,baja,44.0,ERROR,revisar,853670
,Apr-09-2025,coquimbo,Fraude,Sur,16.0,,46.0,TMP-002,revisar,10142
7138.0,04/01/2024,Coquimbo ,Hurto,,2.0,Alta,25.0,,,837192
7139.0,May-06-2024,andacollo,,centro,16.0,,59.0,TMP-001,ok,824494
7140.0,2025-07-18,ovalle,Hurto,,8.0,ALTA,67.0,,,996235
7141.0,15/11/2024,Montepatria,Violencia,Rural,11.0,Baja,"47,0",,,402683
7142.0,Oct-08-2025,Coquimbo,Accidente,Norte,6.0,Alta,22.0,,,851902
7143.0,2025/06/22,Coquimbo,Hurto,centro,5.0,ALTA,42.0,TMP-001,,135075
7144.0,2024-02-22,OVALLE, Accidente ,Rural,15.0,Media,16.0,ERROR,revisar,116474
7145.0,,COQUIMBO,,Sur,12.0,Baja,45.0,,sin validar,850626
7146.0,2024/10/24,Serena,Accidente,Norte,1.0,Alta,51.0,,,311542
7147.0,2024-05-09,Coquimbo ,Violencia,NORTE,2.0,baja,17.0,,,583401
7148.0,sin fecha,illapel,VIOLENCIA,centro,15.0,Baja,35.0,ERROR,ok,2249
7149.0,Apr-18-2025,vicuna,Violencia,,7.0,Media,49.0,,,189734
7150.0,2025/07/19,la serena,Violencia,centro,8.0,ALTA,14.0,TMP-002,ok,484554
7151.0,09/06/2024,coquimbo,Hurto,Sur,10.0,Baja,65.0,,,395194
7152.0,09/03/2024,LA SERENA,Fraude,centro,3.0,baja,29.0,TMP-002,,851006
7153.0,2025-07-07,andacollo,,Norte,13.0,,46.0,TMP-001,dato ingresado manualmente,649498
7154.0,2025/07/06,Serena,Accidente,Centro,8.0,baja,60.0,TMP-001,sin validar,952340
7155.0,2024/08/24,Vicuña,Robo,Norte,1.0,Baja,29.0,,revisar,995521
7156.0,Apr-18-2024,illapel,Fraude,centro,8.0,,33.0,TMP-002,revisar,597895
7157.0,2025-12-10,VICUÑA,Violencia,centro,13.0,Baja,41.0,TMP-001,ok,769773
7158.0,2025-05-12,illapel,Fraude,,6.0,baja,47.0,TMP-002,ok,14467
7159.0,20/08/2025,Monte Patria,Hurto,,11.0,Media,68.0,TMP-001,dato ingresado manualmente,458004
7160.0,2025-04-07,Illapel,Accidente,NORTE,7.0,ALTA,28.0,ERROR,ok,678835
7161.0,2025-10-04,COQUIMBO,Accidente,,11.0,,15.0,TMP-002,revisar,188063
7162.0,sin fecha,Salamanca,Robo,SUR,11.0,,68.0,TMP-001,sin validar,478981
7163.0,Feb-08-2024,Montepatria,Violencia,Rural,8.0,baja,"51,0",TMP-001,,368432
7164.0,2025-02-20,Montepatria,,centro,8.0,ALTA,47.0,,dato ingresado manualmente,150891
7165.0,2025-11-09,LaSerena,,Rural,14.0,Baja,32.0,TMP-001,dato ingresado manualmente,831453
7166.0,29/10/2024,monte patria,Hurto,centro,18.0,baja,27.0,,dato ingresado manualmente,688500
7167.0,2024/05/08,Monte Patria,robo,NORTE,19.0,Alta,27.0,,sin validar,29004
7168.0,Aug-28-2025,Ovalle,Hurto,Norte,1.0,baja,15.0,,dato ingresado manualmente,757909
7169.0,2025-02-02,Serena,Violencia,Centro,13.0,Alta,51.0,TMP-002,sin validar,187200
7170.0,2025/01/25,ovalle,Hurto,NORTE,12.0,Alta,46.0,ERROR,dato ingresado manualmente,108707
7171.0,2025-12-19,andacollo,Violencia,Norte,10.0,Baja,31.0,TMP-001,sin validar,496565
7172.0,Apr-05-2025,la serena,,Norte,4.0,Baja,61.0,,sin validar,549371
7173.0,2025-04-08,Montepatria,robo,Centro,1.0,Baja,"28,0",ERROR,sin validar,311305
7174.0,2024-01-05,Illapel,Accidente,Norte,14.0,Alta,31.0,TMP-001,,130775
7175.0,,monte patria,Accidente,,14.0,Alta,47.0,ERROR,,836489
7176.0,Jun-19-2024,andacollo,Fraude,Centro,9.0,ALTA,67.0,TMP-002,revisar,558450
7177.0,28/01/2025,Illapel,Robo,Norte,10.0,,42.0,,sin validar,270331
7178.0,Nov-26-2024,la serena,Accidente,Norte,6.0,,40.0,,,239509
7179.0,14/06/2025,La Serena, robo ,Rural,1.0,Media,21.0,TMP-002,ok,688095
7180.0,sin fecha,Ovalle,,Rural,14.0,Baja,60.0,ERROR,ok,601140
7181.0,2024/02/04,Vicuña,Violencia,Rural,6.0,Alta,17.0,TMP-002,,181924
7182.0,24/04/2025,Montepatria,,Centro,1.0,baja,130.0,TMP-002,sin validar,753380
7183.0,11/03/2024,Vicuña,Robo,Norte,9.0,Alta,30.0,,,317353
7184.0,,Coquimbo,Fraude,Rural,0.0,ALTA,"19,0",TMP-001,,422188
7185.0,Dec-07-2025,ovalle,,,1.0,Alta,44.0,ERROR,revisar,200028
7186.0,Sep-03-2025,Coquimbo ,Robo,Rural,17.0,Media,29.0,TMP-002,,24076
7187.0,2025/10/03,ovalle,Violencia,Sur,"9,0",Baja,44.0,TMP-001,sin validar,865948
7188.0,Jul-03-2025,ovalle,Violencia,Norte,,Alta,45.0,TMP-001,,235440
7189.0,2024/08/05, Ovalle ,FRAUDE,Sur,17.0,baja,17.0,ERROR,dato ingresado manualmente,501885
7190.0,2024-06-01,Coquimbo,robo,Sur,10.0,Baja,18.0,,,388135
7191.0,Aug-01-2024,Andacollo,robo,Centro,18.0,baja,18.0,TMP-001,,302707
7192.0,Sep-07-2025,Coquimbo ,Fraude,Sur,18.0, Baja ,55.0,ERROR,,186965
7193.0,06/12/2024,monte patria,Hurto,,7.0,Media,15.0,TMP-001,sin validar,777032
7194.0,2024-08-16,Coquimbo,,centro,"18,0",,65.0,ERROR,revisar,808980
7195.0,09/03/2024,Monte Patria,Accidente,Sur,16.0,ALTA,23.0,TMP-001,ok,74364
7196.0,2024/08/04,Andacollo,Fraude,Sur,13.0,,"43,0",TMP-002,dato ingresado manualmente,581314
7197.0,Jun-30-2025,COQUIMBO,Fraude,Centro,11.0,Media,52.0,,ok,394600
7198.0,Jan-14-2024,Coquimbo,Violencia,rural,14.0,ALTA,63.0,,dato ingresado manualmente,226009
7199.0,,Vicuña,Violencia,centro,3.0,Media,35.0,TMP-001,dato ingresado manualmente,744347
7200.0,,coquimbo,robo,NORTE,18.0,Alta,15.0,TMP-002,dato ingresado manualmente,638319
7201.0,2025/03/14,LaSerena,Fraude,Centro,7.0,,52.0,TMP-002,ok,615865
7202.0,13/12/2024,vicuna,Hurto,Sur,18.0,Alta,,,ok,659694
7203.0,Jan-29-2024,Salamanca,Fraude,NORTE,14.0,ALTA,60.0,TMP-001,dato ingresado manualmente,688468
7204.0,sin fecha,coquimbo,,Centro,8.0,Media,51.0,,,176592
7205.0,Apr-20-2024,andacollo,robo,Norte,19.0,baja,41.0,TMP-001,sin validar,369271
7206.0,2025/12/01,OVALLE,,NORTE,13.0,Media,45.0,,,629511
7207.0,,COQUIMBO,Robo,Centro,9.0,Media,21.0,ERROR,sin validar,333591
7208.0,2024/05/24,Andacollo,Accidente,Centro,13.0,Media,62.0,ERROR,revisar,204308
7209.0,27/01/2025,Ovalle,robo,Sur,,Alta,69.0,ERROR,sin validar,763965
7210.0,2024/11/19,Vicuña,Fraude,Centro,18.0,media,31.0,TMP-002,ok,117786
7211.0,2025/09/26,Montepatria,Robo,Rural,17.0,Alta,58.0,ERROR,,738137
7212.0,24/05/2024,Serena,Robo,,2.0,Baja,34.0,TMP-002,revisar,274991
7213.0,2025/06/08,LaSerena,Accidente,Norte,16.0,ALTA,32.0,,dato ingresado manualmente,258090
7214.0,07/03/2024,SALAMANCA,robo,NORTE,16.0,Alta,47.0,TMP-001,revisar,250972
7215.0,2025/09/22,ovalle,Fraude,,17.0,baja,61.0,,revisar,296990
7216.0,2025/07/20,Monte Patria,Violencia,NORTE,18.0,,61.0,TMP-002,,899800
7217.0,,La Serena,robo,,4.0,ALTA,40.0,,,603246
7218.0,,Montepatria,Violencia,NORTE,11.0,Media,25.0,TMP-002,ok,783563
7219.0,2025-10-19,LaSerena,,Rural,6.0,,54.0,TMP-002,,369269
7220.0,Jan-11-2024,OVALLE,robo,,14.0,baja,"52,0",TMP-002,,434321
7221.0,,Montepatria,,Rural,2.0,ALTA,60.0,TMP-001,ok,250559
7222.0,2024-09-09,Montepatria,,,nan,ALTA,31.0,,ok,327652
7223.0,2025-03-17,ovalle,,Rural,17.0,,30.0,ERROR,,872450
7224.0,,Monte Patria, Robo ,,17.0,baja,53.0,ERROR,sin validar,264025
7225.0,Jan-18-2024,andacollo,Hurto,Rural,8.0,Alta,39.0,,,721937
7226.0,04/08/2024,Coquimbo,Robo,Rural,15.0,Media,31.0,,,18704
7227.0,Feb-27-2024,Montepatria,robo,Norte,5.0,Media,15.0,,revisar,6879
7228.0,2024-04-19,VICUÑA,Fraude,Norte,3.0,baja,53.0,TMP-001,,346346
7229.0,2025-06-15,LaSerena,robo,Rural,5.0,ALTA,30.0,ERROR,dato ingresado manualmente,209564
7230.0,2025-08-04,Ovalle,Fraude,centro,16.0,Baja,59.0,,,467314
,,ovalle,Hurto,Norte,8.0,,"31,0",TMP-002,ok,733596
7232.0,Apr-01-2025,Vicuña,,Rural,6.0,Alta,17.0,,,220709
7233.0,2025-02-01,Serena,,,9.0,Media,21.0,TMP-002,,331932
7234.0,sin fecha, illapel ,robo,NORTE,2.0,Media,33.0,,dato ingresado manualmente,272677
7235.0,12/06/2024,VICUÑA, Robo ,NORTE,1.0,baja,53.0,TMP-002,dato ingresado manualmente,649668
7236.0,2024-03-17,La Serena,,Centro,,baja,27.0,,dato ingresado manualmente,904751
7237.0,2024-10-19,Illapel,Violencia,Norte,16.0,Alta,44.0,,,103476
7238.0,18/11/2024,OVALLE,,Norte,14.0,ALTA,18.0,TMP-001,ok,868193
7239.0,2025/03/06,COQUIMBO,Violencia,NORTE,16.0,Alta,33.0,TMP-001,ok,341807
7240.0,,la serena,Violencia,Norte,6.0,,14.0,,dato ingresado manualmente,319638
,14/06/2024,Salamanca,Accidente,Norte,4.0,Media,53.0,TMP-002,revisar,10934
7242.0,May-05-2025,La Serena,Robo,centro,5.0,Baja,62.0,,,643018
7243.0,2025-03-26,La Serena,robo,Norte,2.0,baja,57.0,ERROR,,584355
7244.0,Jul-11-2025,vicuna,Fraude,Centro,14.0, Media ,48.0,,dato ingresado manualmente,864165
7245.0,2024/07/02,Salamanca,Violencia,Centro,2.0,baja,19.0,,,913216
7246.0,Jul-20-2025,Andacollo,Robo,Rural,6.0,,65.0,TMP-002,ok,575255
7247.0,Sep-07-2025,Coquimbo ,robo,,8.0,Baja,31.0,TMP-001,ok,789315
7248.0,2025-10-05,Monte Patria,Fraude,centro,7.0,ALTA,68.0,TMP-002,,552443
7249.0,2025/03/07,La Serena,,Centro,6.0,,23.0,,sin validar,329779
7250.0,Feb-14-2024,La Serena,Robo,centro,10.0,,49.0,,revisar,605198
7251.0,sin fecha,COQUIMBO,Hurto,Rural,6.0,,45.0,,dato ingresado manualmente,689143
7252.0,16/10/2024,la serena,Hurto,NORTE,16.0,baja,32.0,,revisar,459578
7253.0,Mar-06-2025,la serena,robo,centro,9.0,,64.0,,,253666
7254.0,2025-11-17,OVALLE,robo,Centro,6.0,Alta,55.0,TMP-002,sin validar,419033
7255.0,2024/08/03,LA SERENA,robo,Rural,17.0,Media,62.0,,revisar,138117
7256.0,2024/08/20,VICUÑA,robo,Norte,11.0,Alta,36.0,,ok,338152
7257.0,26/02/2024,illapel,,Norte,6.0,Baja,"61,0",,,644826
7258.0,,VICUÑA, robo ,Norte,9.0,baja,41.0,TMP-002,revisar,754532
7259.0,Apr-01-2024,LaSerena,Hurto,Norte,,Baja,17.0,,dato ingresado manualmente,456556
7260.0,sin fecha,Montepatria,Fraude,Sur,2.0,baja,26.0,TMP-001,,818902
7261.0,2024-12-02,Coquimbo ,Accidente,,13.0,Media,50.0,ERROR,sin validar,389499
7262.0,2024-04-29,Illapel,,Norte,18.0,Baja,20.0,TMP-002,,355051
7263.0,Jan-22-2024,Montepatria,Fraude,centro,10.0,Media,20.0,TMP-002,ok,626012
7264.0,2024/08/26,coquimbo,Robo,NORTE,7.0,Media,,TMP-001,sin validar,415602
7265.0,,Vicuña,Accidente,centro,16.0,,38.0,,revisar,474174
,sin fecha,illapel,Robo,Sur,17.0,,26.0,,dato ingresado manualmente,245997
7267.0,May-30-2024,COQUIMBO,Violencia,NORTE,11.0,Alta,45.0,,,597624
7268.0,2025-01-10,Vicuña,Robo, Sur ,2.0,ALTA,42.0,ERROR,revisar,446146
7269.0,2025/03/17,SALAMANCA,VIOLENCIA,Rural,11.0,Media,35.0,,sin validar,122109
7270.0,26/10/2024,COQUIMBO,Robo, Norte ,5.0,Media,21.0,TMP-002,,213860
7271.0,02/01/2025,Coquimbo,,centro,16.0,baja,,TMP-001,revisar,172801
7272.0,Aug-27-2025, Montepatria ,Robo,NORTE,2.0,Alta,38.0,ERROR,dato ingresado manualmente,199872
7273.0,Sep-01-2024,Coquimbo ,,Sur,3.0,baja,30.0,,ok,887199
7274.0,2025-12-05,Monte Patria,robo,Sur,1.0,baja,22.0,ERROR,dato ingresado manualmente,659329
7275.0,sin fecha,OVALLE,Hurto,Norte,7.0,Media,63.0,,revisar,35433
7276.0,Dec-09-2024,andacollo,Hurto,,2.0,,69.0,TMP-001,,723230
7277.0,Feb-28-2024,Coquimbo ,Accidente,Sur,7.0,Alta,15.0,,dato ingresado manualmente,477930
7278.0,2025-03-21,Serena,Robo,NORTE,10.0,,27.0,,,69513
7279.0,2025/01/02,Andacollo,ROBO,Norte,6.0,Alta,20.0,TMP-002,revisar,2769
7280.0,2025-12-11,monte patria,Robo,Centro,1.0,Baja,57.0,,ok,470099
,2025/06/09,SALAMANCA,,Sur,2.0,media,62.0,,dato ingresado manualmente,642019
7282.0,,Vicuña,Hurto,Centro,,Alta,56.0,,dato ingresado manualmente,286123
7283.0,2024-11-12,Vicuña,Violencia,Centro,12.0,,49.0,ERROR,dato ingresado manualmente,992993
7284.0,,coquimbo,Hurto,,14.0,baja,48.0,,dato ingresado manualmente,432693
7285.0,,Andacollo,Hurto,centro,4.0,,15.0,,revisar,637207
7286.0,sin fecha,illapel,Violencia,Centro,16.0,,38.0,TMP-001,sin validar,759598
7287.0,Feb-28-2025,Coquimbo,Fraude,centro,9.0,Baja,21.0,ERROR,ok,60496
7288.0,2024/07/13,Serena,Hurto,centro,14.0,baja,53.0,TMP-001,ok,16484
7289.0,Oct-12-2024,OVALLE,Fraude,Norte,"6,0",Media,60.0,,,713455
7290.0,Nov-16-2025,Salamanca,accidente,Sur,8.0, Alta ,64.0,TMP-002,,391940
7291.0,31/01/2024,la serena,,,9.0,ALTA,22.0,,,788036
7292.0,,illapel,Violencia,centro,6.0,Alta,25.0,TMP-002,revisar,244791
7293.0,Nov-15-2025,Andacollo,Hurto,Centro,1.0,baja,46.0,TMP-002,dato ingresado manualmente,521124
7294.0,,Monte Patria,,,19.0,  ,32.0,TMP-001,revisar,370092
7295.0,Dec-09-2024,Monte Patria,Robo,,12.0,Alta,52.0,TMP-002,ok,634837
7296.0,2024-04-09,Illapel,Robo,Rural,8.0,Media,44.0,TMP-002,dato ingresado manualmente,378198
7297.0,2025/03/03,Vicuña,Violencia,Sur,4.0,baja,63.0,TMP-002,ok,708305
7298.0,08/06/2025,Coquimbo,Robo,centro,4.0,ALTA,45.0,ERROR,dato ingresado manualmente,434409
7299.0,18/05/2025,ovalle,Accidente,Norte,9.0,ALTA,56.0,TMP-002,revisar,963585
7300.0,,vicuna,Violencia,Centro,16.0,ALTA,22.0,TMP-002,,68015
7301.0,Oct-13-2025,Monte Patria,Robo,Centro,5.0,,35.0,TMP-002,,767488
7302.0,2025-11-09,VICUÑA,Hurto,Centro,1.0,Media,59.0,,sin validar,29551
