fecha,comuna,tipo_delito,sector,cantidad_casos,gravedad,edad_involucrado,mes,mes_año
2025-05-26,coquimbo,hurto,norte,7.0,baja,57,5.0,2025-05
NaN,monte patria,robo,norte,NaN,media,43,NaN,NaN
2025-08-25,coquimbo,violencia,sur,1.0,alta,55,8.0,2025-08
2024-02-28,illapel,hurto,centro,7.0,alta,58,2.0,2024-02
2025-11-09,coquimbo,hurto,sur,7.0,alta,35,11.0,2025-11
2025-02-26,la serena,NaN,norte,10.0,NaN,44,2.0,2025-02
NaN,coquimbo,violencia,centro,2.0,alta,65,NaN,NaN
2025-11-02,andacollo,violencia,rural,10.0,media,25,11.0,2025-11
2025-11-01,illapel,NaN,centro,11.0,NaN,33,11.0,2025-11
2025-06-30,monte patria,accidente,centro,5.0,NaN,67,6.0,2025-06
2024-03-20,monte patria,hurto,centro,4.0,baja,30,3.0,2024-03
NaN,salamanca,violencia,centro,7.0,alta,35,NaN,NaN
2024-04-26,coquimbo,robo,sur,7.0,baja,32,4.0,2024-04
2025-05-19,andacollo,fraude,NaN,15.0,baja,32,5.0,2025-05
2025-02-02,illapel,fraude,NaN,7.0,alta,20,2.0,2025-02
2024-02-15,ovalle,fraude,norte,16.0,alta,62,2.0,2024-02
2024-11-26,ovalle,NaN,centro,7.0,NaN,17,11.0,2024-11
2024-10-21,monte patria,robo,norte,0.0,baja,48,10.0,2024-10
2025-06-19,la serena,robo,sur,NaN,baja,44,6.0,2025-06
2024-07-18,coquimbo,accidente,sur,3.0,NaN,23,7.0,2024-07
2025-10-23,salamanca,robo,norte,10.0,media,NaN,10.0,2025-10
NaN,coquimbo,robo,sur,1.0,NaN,27,NaN,NaN
NaN,monte patria,robo,centro,14.0,baja,53,NaN,NaN
2025-04-24,la serena,accidente,centro,3.0,NaN,30,4.0,2025-04
2025-01-18,salamanca,robo,NaN,3.0,NaN,63,1.0,2025-01
NaN,ovalle,NaN,rural,2.0,baja,34,NaN,NaN
2024-04-17,illapel,robo,sur,11.0,alta,27,4.0,2024-04
2024-10-25,monte patria,robo,centro,19.0,alta,50,10.0,2024-10
2025-09-21,vicuna,NaN,rural,15.0,alta,52,9.0,2025-09
2024-05-03,monte patria,accidente,NaN,5.0,NaN,66,5.0,2024-05
2024-12-01,ovalle,NaN,NaN,10.0,alta,53,12.0,2024-12
2024-08-23,salamanca,NaN,rural,11.0,alta,62,8.0,2024-08
2024-12-02,salamanca,accidente,norte,NaN,media,46,12.0,2024-12
2025-07-16,vicuna,accidente,centro,12.0,media,NaN,7.0,2025-07
2025-08-17,vicuna,hurto,sur,9.0,media,57,8.0,2025-08
2025-11-23,vicuna,violencia,sur,18.0,media,5,11.0,2025-11
NaN,illapel,fraude,rural,8.0,alta,58,NaN,NaN
2025-06-25,salamanca,accidente,NaN,4.0,alta,48,6.0,2025-06
NaN,vicuna,fraude,norte,17.0,alta,66,NaN,NaN
2024-01-26,vicuna,robo,sur,12.0,media,32,1.0,2024-01
2024-01-21,la serena,accidente,centro,12.0,baja,59,1.0,2024-01
2025-01-20,coquimbo,robo,norte,NaN,NaN,25,1.0,2025-01
NaN,andacollo,robo,NaN,9.0,baja,47,NaN,NaN
2025-07-04,coquimbo,hurto,sur,19.0,baja,68,7.0,2025-07
2025-02-14,la serena,accidente,sur,16.0,alta,40,2.0,2025-02
2025-08-31,la serena,accidente,norte,2.0,alta,22,8.0,2025-08
2024-01-16,la serena,NaN,sur,5.0,baja,15,1.0,2024-01
2024-06-20,la serena,robo,centro,12.0,alta,NaN,6.0,2024-06
2025-08-10,coquimbo,robo,NaN,2.0,baja,54,8.0,2025-08
NaN,illapel,robo,centro,5.0,alta,68,NaN,NaN
NaN,andacollo,accidente,centro,3.0,alta,17,NaN,NaN
2024-07-05,la serena,accidente,norte,14.0,alta,65,7.0,2024-07
NaN,ovalle,accidente,rural,17.0,baja,NaN,NaN,NaN
NaN,monte patria,accidente,centro,16.0,alta,55,NaN,NaN
2025-01-06,ovalle,NaN,norte,15.0,baja,31,1.0,2025-01
2025-03-12,ovalle,robo,sur,17.0,baja,69,3.0,2025-03
2025-03-08,monte patria,fraude,sur,10.0,alta,43,3.0,2025-03
NaN,la serena,robo,norte,12.0,alta,36,NaN,NaN
2024-02-06,la serena,accidente,norte,12.0,NaN,NaN,2.0,2024-02
2024-03-10,monte patria,hurto,centro,NaN,baja,16,3.0,2024-03
2024-11-24,la serena,hurto,rural,19.0,alta,25,11.0,2024-11
2024-05-02,salamanca,robo,NaN,8.0,NaN,34,5.0,2024-05
NaN,ovalle,accidente,norte,17.0,alta,NaN,NaN,NaN
2024-05-11,ovalle,violencia,centro,9.0,alta,NaN,5.0,2024-05
2025-05-26,illapel,violencia,centro,6.0,baja,37,5.0,2025-05
2025-03-21,coquimbo,robo,norte,3.0,media,23,3.0,2025-03
NaN,la serena,violencia,centro,12.0,baja,16,NaN,NaN
2025-06-17,monte patria,NaN,centro,500.0,alta,17,6.0,2025-06
2024-08-11,coquimbo,robo,rural,8.0,media,18,8.0,2024-08
2025-08-07,vicuna,accidente,centro,NaN,NaN,54,8.0,2025-08
2024-03-27,vicuna,robo,centro,10.0,alta,64,3.0,2024-03
2025-07-20,vicuna,robo,NaN,4.0,baja,23,7.0,2025-07
2024-08-28,illapel,robo,sur,NaN,NaN,15,8.0,2024-08
2025-12-07,salamanca,robo,norte,19.0,alta,24,12.0,2025-12
2025-11-19,vicuna,violencia,centro,15.0,alta,21,11.0,2025-11
NaN,monte patria,accidente,centro,NaN,alta,14,NaN,NaN
2024-11-07,coquimbo,accidente,NaN,9.0,alta,51,11.0,2024-11
2024-01-09,coquimbo,hurto,centro,2.0,media,41,1.0,2024-01
NaN,la serena,robo,rural,6.0,NaN,21,NaN,NaN
2024-09-22,coquimbo,robo,centro,NaN,alta,14,9.0,2024-09
NaN,salamanca,violencia,sur,15.0,baja,46,NaN,NaN
NaN,andacollo,accidente,centro,18.0,NaN,22,NaN,NaN
2025-02-25,salamanca,accidente,centro,14.0,NaN,54,2.0,2025-02
2025-12-21,ovalle,violencia,NaN,18.0,alta,36,12.0,2025-12
NaN,monte patria,fraude,norte,1.0,alta,42,NaN,NaN
2024-06-26,vicuna,hurto,NaN,-3.0,baja,NaN,6.0,2024-06
2024-07-11,salamanca,NaN,norte,4.0,baja,57,7.0,2024-07
2025-12-27,salamanca,violencia,centro,17.0,alta,45,12.0,2025-12
2025-11-24,coquimbo,fraude,rural,14.0,NaN,NaN,11.0,2025-11
2025-05-18,monte patria,robo,norte,4.0,alta,28,5.0,2025-05
2025-05-08,monte patria,accidente,centro,13.0,NaN,54,5.0,2025-05
NaN,coquimbo,accidente,centro,2.0,media,46,NaN,NaN
2025-12-07,monte patria,hurto,sur,12.0,alta,68,12.0,2025-12
2025-08-09,ovalle,NaN,NaN,12.0,alta,16,8.0,2025-08
2024-10-20,coquimbo,robo,rural,18.0,alta,57,10.0,2024-10
2025-10-28,coquimbo,fraude,norte,NaN,NaN,24,10.0,2025-10
2024-09-12,andacollo,accidente,norte,14.0,NaN,31,9.0,2024-09
2024-02-21,andacollo,hurto,centro,NaN,baja,46,2.0,2024-02
2024-03-07,salamanca,NaN,norte,18.0,alta,16,3.0,2024-03
2025-06-05,la serena,hurto,norte,10.0,media,27,6.0,2025-06
2024-11-12,illapel,robo,norte,3.0,baja,NaN,11.0,2024-11
2025-09-25,vicuna,violencia,rural,7.0,alta,25,9.0,2025-09
2025-08-10,andacollo,accidente,norte,12.0,NaN,27,8.0,2025-08
2025-12-14,vicuna,fraude,sur,14.0,alta,14,12.0,2025-12
2025-08-04,andacollo,robo,NaN,15.0,alta,27,8.0,2025-08
NaN,vicuna,hurto,centro,-3.0,alta,5,NaN,NaN
2024-08-01,monte patria,hurto,rural,17.0,baja,33,8.0,2024-08
2024-09-01,la serena,accidente,centro,6.0,media,54,9.0,2024-09
2025-10-21,monte patria,accidente,norte,8.0,alta,52,10.0,2025-10
2025-12-30,la serena,violencia,centro,16.0,baja,57,12.0,2025-12
2025-09-16,la serena,robo,sur,5.0,alta,67,9.0,2025-09
NaN,monte patria,robo,norte,NaN,alta,19,NaN,NaN
NaN,monte patria,robo,centro,17.0,NaN,44,NaN,NaN
2024-04-03,ovalle,accidente,centro,15.0,NaN,48,4.0,2024-04
2024-12-05,ovalle,NaN,NaN,14.0,baja,48,12.0,2024-12
2025-02-03,andacollo,robo,norte,15.0,NaN,19,2.0,2025-02
2025-03-15,coquimbo,robo,rural,4.0,baja,28,3.0,2025-03
2024-04-22,coquimbo,robo,rural,NaN,media,60,4.0,2024-04
2025-04-01,la serena,robo,rural,1.0,media,48,4.0,2025-04
2025-08-21,coquimbo,hurto,rural,15.0,alta,24,8.0,2025-08
2024-03-31,monte patria,fraude,NaN,11.0,baja,29,3.0,2024-03
2025-06-13,vicuna,hurto,centro,13.0,alta,42,6.0,2025-06
2025-03-19,salamanca,NaN,sur,16.0,media,64,3.0,2025-03
NaN,illapel,fraude,rural,12.0,media,17,NaN,NaN
2025-01-18,ovalle,hurto,norte,9.0,media,48,1.0,2025-01
2024-05-25,salamanca,violencia,centro,9.0,NaN,26,5.0,2024-05
2024-11-02,monte patria,robo,centro,NaN,baja,NaN,11.0,2024-11
2025-02-28,ovalle,NaN,rural,18.0,baja,64,2.0,2025-02
2024-10-03,coquimbo,accidente,rural,NaN,baja,39,10.0,2024-10
2024-10-26,salamanca,robo,norte,0.0,NaN,57,10.0,2024-10
2024-11-22,vicuna,robo,centro,10.0,media,14,11.0,2024-11
NaN,vicuna,robo,norte,14.0,media,16,NaN,NaN
NaN,monte patria,robo,centro,10.0,media,14,NaN,NaN
NaN,vicuna,violencia,sur,4.0,alta,36,NaN,NaN
2025-12-29,andacollo,robo,norte,14.0,alta,NaN,12.0,2025-12
2024-01-30,salamanca,robo,sur,10.0,alta,31,1.0,2024-01
NaN,vicuna,violencia,centro,16.0,NaN,43,NaN,NaN
2024-08-28,ovalle,robo,centro,18.0,alta,40,8.0,2024-08
NaN,monte patria,robo,centro,18.0,baja,60,NaN,NaN
2024-01-23,coquimbo,hurto,norte,9.0,baja,17,1.0,2024-01
2024-04-17,coquimbo,robo,rural,19.0,media,16,4.0,2024-04
NaN,monte patria,NaN,centro,8.0,baja,60,NaN,NaN
2024-12-25,ovalle,robo,norte,10.0,baja,52,12.0,2024-12
2024-09-13,ovalle,robo,centro,12.0,baja,41,9.0,2024-09
2024-02-08,vicuna,robo,centro,3.0,alta,NaN,2.0,2024-02
2025-07-14,illapel,violencia,centro,5.0,media,51,7.0,2025-07
2024-12-25,monte patria,NaN,sur,1.0,NaN,60,12.0,2024-12
2025-03-11,ovalle,fraude,centro,5.0,alta,30,3.0,2025-03
2025-01-16,andacollo,robo,norte,13.0,alta,59,1.0,2025-01
2025-05-18,coquimbo,accidente,norte,9.0,media,65,5.0,2025-05
2024-08-27,salamanca,violencia,sur,3.0,baja,48,8.0,2024-08
2024-04-23,ovalle,robo,norte,3.0,media,69,4.0,2024-04
NaN,vicuna,robo,sur,NaN,NaN,68,NaN,NaN
NaN,salamanca,hurto,centro,7.0,alta,28,NaN,NaN
2024-04-08,ovalle,robo,norte,7.0,NaN,23,4.0,2024-04
2024-11-12,illapel,fraude,sur,5.0,media,23,11.0,2024-11
2025-12-13,ovalle,robo,NaN,8.0,baja,52,12.0,2025-12
2024-09-01,andacollo,robo,norte,17.0,NaN,39,9.0,2024-09
2025-11-05,illapel,accidente,sur,17.0,NaN,37,11.0,2025-11
2025-03-01,la serena,robo,rural,NaN,NaN,49,3.0,2025-03
2024-02-27,ovalle,fraude,NaN,8.0,alta,33,2.0,2024-02
NaN,ovalle,fraude,norte,19.0,alta,27,NaN,NaN
NaN,monte patria,hurto,norte,NaN,baja,25,NaN,NaN
2024-06-14,la serena,NaN,centro,3.0,alta,15,6.0,2024-06
2025-08-22,la serena,hurto,norte,5.0,alta,67,8.0,2025-08
2025-11-23,la serena,robo,rural,15.0,media,28,11.0,2025-11
2024-07-24,monte patria,NaN,centro,7.0,baja,NaN,7.0,2024-07
2024-07-23,salamanca,NaN,centro,16.0,baja,40,7.0,2024-07
NaN,salamanca,fraude,centro,19.0,NaN,29,NaN,NaN
2024-06-24,monte patria,robo,centro,14.0,media,35,6.0,2024-06
2025-04-18,monte patria,fraude,centro,15.0,media,46,4.0,2025-04
2024-12-06,coquimbo,robo,centro,3.0,alta,43,12.0,2024-12
NaN,la serena,robo,norte,4.0,alta,32,NaN,NaN
NaN,vicuna,fraude,sur,10.0,baja,45,NaN,NaN
2025-06-04,vicuna,violencia,sur,14.0,NaN,66,6.0,2025-06
2025-09-04,coquimbo,hurto,NaN,12.0,baja,46,9.0,2025-09
2025-11-26,andacollo,hurto,rural,3.0,media,20,11.0,2025-11
2024-03-23,la serena,fraude,centro,NaN,baja,36,3.0,2024-03
2025-10-21,la serena,fraude,centro,NaN,baja,55,10.0,2025-10
2025-09-30,vicuna,robo,centro,16.0,baja,64,9.0,2025-09
2024-10-31,la serena,NaN,centro,NaN,NaN,16,10.0,2024-10
2024-04-18,la serena,violencia,rural,6.0,baja,34,4.0,2024-04
2025-06-13,la serena,accidente,centro,NaN,alta,53,6.0,2025-06
NaN,coquimbo,violencia,rural,7.0,baja,NaN,NaN,NaN
2025-01-03,la serena,violencia,centro,1.0,baja,29,1.0,2025-01
2025-11-22,salamanca,fraude,norte,1.0,alta,41,11.0,2025-11
2024-12-08,andacollo,fraude,norte,10.0,NaN,61,12.0,2024-12
2025-12-12,monte patria,NaN,sur,9.0,baja,36,12.0,2025-12
2025-06-08,coquimbo,accidente,norte,2.0,NaN,61,6.0,2025-06
2025-06-20,la serena,NaN,sur,16.0,alta,35,6.0,2025-06
2024-12-27,salamanca,fraude,NaN,12.0,NaN,40,12.0,2024-12
2025-08-11,vicuna,robo,norte,16.0,baja,NaN,8.0,2025-08
2024-11-04,vicuna,NaN,centro,15.0,alta,62,11.0,2024-11
2025-02-13,monte patria,hurto,centro,11.0,baja,25,2.0,2025-02
2024-12-12,illapel,hurto,norte,2.0,media,68,12.0,2024-12
2024-01-13,monte patria,accidente,NaN,14.0,baja,28,1.0,2024-01
2024-05-19,ovalle,accidente,rural,1.0,alta,24,5.0,2024-05
2024-01-06,monte patria,robo,sur,10.0,media,19,1.0,2024-01
NaN,monte patria,hurto,centro,17.0,NaN,63,NaN,NaN
2024-09-01,la serena,hurto,sur,12.0,alta,55,9.0,2024-09
2024-11-02,la serena,NaN,norte,5.0,baja,NaN,11.0,2024-11
2025-09-28,vicuna,robo,centro,4.0,alta,63,9.0,2025-09
2024-11-27,salamanca,robo,rural,6.0,NaN,56,11.0,2024-11
2025-05-16,vicuna,NaN,centro,6.0,baja,67,5.0,2025-05
NaN,salamanca,robo,norte,7.0,NaN,47,NaN,NaN
2025-05-21,illapel,accidente,norte,18.0,baja,17,5.0,2025-05
2024-08-06,coquimbo,robo,rural,11.0,baja,68,8.0,2024-08
NaN,illapel,accidente,norte,8.0,baja,29,NaN,NaN
NaN,coquimbo,violencia,centro,NaN,NaN,30,NaN,NaN
2024-05-15,la serena,hurto,centro,9.0,baja,48,5.0,2024-05
NaN,ovalle,robo,centro,13.0,alta,22,NaN,NaN
2025-09-13,la serena,NaN,rural,15.0,alta,21,9.0,2025-09
2024-10-27,salamanca,fraude,sur,14.0,media,36,10.0,2024-10
2024-02-14,ovalle,NaN,norte,9.0,alta,NaN,2.0,2024-02
2024-03-18,la serena,NaN,sur,NaN,baja,62,3.0,2024-03
NaN,illapel,violencia,NaN,0.0,baja,67,NaN,NaN
2025-03-24,salamanca,robo,norte,8.0,NaN,42,3.0,2025-03
2025-07-28,ovalle,robo,rural,18.0,media,51,7.0,2025-07
NaN,la serena,robo,norte,11.0,alta,41,NaN,NaN
2025-06-19,ovalle,violencia,centro,12.0,alta,34,6.0,2025-06
2024-11-27,monte patria,NaN,norte,12.0,alta,52,11.0,2024-11
2024-07-22,coquimbo,violencia,rural,12.0,media,30,7.0,2024-07
2025-09-06,ovalle,hurto,NaN,5.0,NaN,NaN,9.0,2025-09
2025-02-12,la serena,hurto,centro,NaN,NaN,64,2.0,2025-02
2024-11-22,salamanca,fraude,NaN,3.0,alta,48,11.0,2024-11
NaN,andacollo,accidente,norte,12.0,baja,45,NaN,NaN
2025-07-02,ovalle,robo,centro,19.0,media,22,7.0,2025-07
2025-01-23,illapel,robo,rural,2.0,NaN,37,1.0,2025-01
2025-11-19,la serena,robo,rural,7.0,media,60,11.0,2025-11
NaN,la serena,hurto,norte,16.0,alta,21,NaN,NaN
2025-01-30,monte patria,NaN,sur,17.0,baja,53,1.0,2025-01
2024-11-30,la serena,robo,NaN,8.0,alta,56,11.0,2024-11
2025-11-11,la serena,hurto,centro,10.0,media,67,11.0,2025-11
2025-01-25,salamanca,accidente,rural,13.0,baja,34,1.0,2025-01
2025-09-08,illapel,robo,centro,6.0,baja,55,9.0,2025-09
2025-03-22,salamanca,fraude,centro,17.0,NaN,23,3.0,2025-03
NaN,ovalle,fraude,sur,13.0,media,50,NaN,NaN
2024-07-07,andacollo,NaN,centro,18.0,NaN,58,7.0,2024-07
NaN,illapel,accidente,NaN,7.0,NaN,46,NaN,NaN
2024-10-15,vicuna,accidente,norte,3.0,baja,59,10.0,2024-10
2025-06-04,la serena,NaN,centro,13.0,media,NaN,6.0,2025-06
2025-09-03,monte patria,robo,norte,NaN,alta,67,9.0,2025-09
2025-03-21,monte patria,robo,centro,NaN,alta,17,3.0,2025-03
2025-04-07,illapel,robo,rural,17.0,media,27,4.0,2025-04
2025-11-15,andacollo,fraude,centro,3.0,alta,67,11.0,2025-11
2025-05-30,coquimbo,violencia,NaN,11.0,NaN,20,5.0,2025-05
NaN,coquimbo,fraude,NaN,18.0,media,31,NaN,NaN
2024-10-25,coquimbo,hurto,norte,15.0,media,22,10.0,2024-10
2025-03-27,salamanca,accidente,sur,6.0,alta,34,3.0,2025-03
2024-07-12,illapel,accidente,norte,NaN,baja,50,7.0,2024-07
2024-09-13,monte patria,violencia,norte,12.0,NaN,33,9.0,2024-09
2025-05-12,salamanca,NaN,NaN,14.0,NaN,29,5.0,2025-05
2024-11-28,ovalle,NaN,NaN,6.0,alta,27,11.0,2024-11
2025-03-06,illapel,fraude,rural,12.0,media,51,3.0,2025-03
2024-06-21,la serena,violencia,norte,9.0,alta,43,6.0,2024-06
2025-07-14,illapel,robo,rural,13.0,baja,61,7.0,2025-07
2024-08-13,monte patria,robo,centro,18.0,alta,38,8.0,2024-08
2024-10-09,coquimbo,robo,centro,1.0,NaN,54,10.0,2024-10
2025-09-27,la serena,accidente,norte,NaN,alta,58,9.0,2025-09
2025-03-29,la serena,accidente,centro,12.0,alta,27,3.0,2025-03
NaN,illapel,hurto,rural,19.0,NaN,31,NaN,NaN
2024-05-06,ovalle,accidente,rural,7.0,baja,59,5.0,2024-05
NaN,la serena,fraude,norte,3.0,media,25,NaN,NaN
NaN,la serena,NaN,rural,NaN,alta,68,NaN,NaN
2024-05-14,vicuna,robo,centro,19.0,media,NaN,5.0,2024-05
2025-10-26,illapel,hurto,centro,15.0,baja,40,10.0,2025-10
2024-01-17,la serena,robo,rural,9.0,NaN,21,1.0,2024-01
2024-08-18,coquimbo,hurto,NaN,3.0,alta,63,8.0,2024-08
2024-05-02,monte patria,violencia,rural,16.0,NaN,21,5.0,2024-05
2024-05-05,ovalle,robo,norte,3.0,alta,56,5.0,2024-05
NaN,salamanca,accidente,rural,4.0,NaN,23,NaN,NaN
2024-10-14,monte patria,accidente,centro,1.0,alta,18,10.0,2024-10
2024-05-11,vicuna,NaN,sur,NaN,baja,57,5.0,2024-05
2024-04-01,monte patria,hurto,norte,-3.0,NaN,56,4.0,2024-04
2024-04-26,vicuna,accidente,NaN,8.0,alta,39,4.0,2024-04
NaN,la serena,robo,centro,10.0,NaN,39,NaN,NaN
2024-01-25,andacollo,fraude,NaN,4.0,alta,50,1.0,2024-01
2024-06-12,monte patria,NaN,norte,500.0,baja,34,6.0,2024-06
2024-08-16,illapel,accidente,rural,18.0,NaN,19,8.0,2024-08
2025-05-24,illapel,fraude,centro,18.0,alta,23,5.0,2025-05
2025-05-22,coquimbo,accidente,rural,15.0,baja,29,5.0,2025-05
2024-04-07,coquimbo,robo,norte,6.0,baja,31,4.0,2024-04
2024-02-15,coquimbo,fraude,rural,8.0,NaN,36,2.0,2024-02
2025-08-31,coquimbo,hurto,norte,1.0,alta,32,8.0,2025-08
2024-04-08,monte patria,accidente,norte,NaN,baja,69,4.0,2024-04
2025-09-14,coquimbo,NaN,rural,NaN,alta,43,9.0,2025-09
NaN,illapel,robo,NaN,10.0,baja,20,NaN,NaN
2024-05-05,ovalle,robo,norte,12.0,baja,57,5.0,2024-05
NaN,salamanca,violencia,rural,5.0,NaN,56,NaN,NaN
2024-07-01,andacollo,NaN,sur,9.0,alta,55,7.0,2024-07
2024-07-31,coquimbo,hurto,norte,11.0,alta,64,7.0,2024-07
2024-07-15,monte patria,violencia,centro,13.0,baja,61,7.0,2024-07
2025-01-01,andacollo,fraude,rural,10.0,baja,31,1.0,2025-01
2024-11-15,ovalle,robo,centro,8.0,baja,53,11.0,2024-11
2024-06-09,la serena,violencia,centro,2.0,baja,31,6.0,2024-06
2025-04-19,illapel,NaN,centro,15.0,alta,41,4.0,2025-04
2024-04-28,la serena,robo,centro,7.0,NaN,52,4.0,2024-04
NaN,vicuna,robo,sur,13.0,alta,64,NaN,NaN
NaN,coquimbo,NaN,norte,6.0,alta,14,NaN,NaN
2024-06-19,salamanca,robo,centro,15.0,media,41,6.0,2024-06
2025-06-19,vicuna,violencia,centro,17.0,baja,44,6.0,2025-06
2024-12-24,vicuna,robo,norte,15.0,baja,51,12.0,2024-12
2025-05-06,la serena,robo,norte,1.0,baja,46,5.0,2025-05
2025-02-18,coquimbo,fraude,rural,13.0,NaN,59,2.0,2025-02
2025-08-09,la serena,robo,centro,4.0,alta,60,8.0,2025-08
2025-09-18,coquimbo,NaN,norte,NaN,baja,63,9.0,2025-09
2025-11-17,vicuna,hurto,rural,16.0,baja,37,11.0,2025-11
NaN,illapel,accidente,NaN,4.0,baja,15,NaN,NaN
2024-11-15,salamanca,NaN,rural,11.0,alta,44,11.0,2024-11
2025-10-07,la serena,robo,rural,14.0,alta,40,10.0,2025-10
2024-04-15,illapel,NaN,sur,NaN,baja,26,4.0,2024-04
2024-03-01,monte patria,NaN,rural,14.0,NaN,63,3.0,2024-03
2025-03-07,vicuna,fraude,sur,14.0,baja,NaN,3.0,2025-03
NaN,andacollo,accidente,NaN,4.0,baja,NaN,NaN,NaN
2024-11-05,la serena,NaN,norte,17.0,baja,35,11.0,2024-11
2024-08-18,coquimbo,robo,sur,NaN,alta,49,8.0,2024-08
2025-03-20,la serena,robo,NaN,6.0,media,28,3.0,2025-03
2024-03-05,andacollo,NaN,norte,10.0,baja,46,3.0,2024-03
2025-05-03,coquimbo,robo,norte,13.0,baja,21,5.0,2025-05
2024-09-05,illapel,robo,NaN,9.0,baja,55,9.0,2024-09
2024-06-30,andacollo,robo,norte,16.0,media,47,6.0,2024-06
2024-04-30,coquimbo,violencia,centro,9.0,baja,46,4.0,2024-04
2025-11-22,ovalle,violencia,norte,8.0,NaN,56,11.0,2025-11
2024-02-27,monte patria,robo,rural,13.0,baja,NaN,2.0,2024-02
NaN,coquimbo,accidente,centro,13.0,baja,48,NaN,NaN
2025-10-21,vicuna,accidente,norte,18.0,alta,40,10.0,2025-10
2025-01-14,coquimbo,robo,NaN,11.0,alta,62,1.0,2025-01
NaN,vicuna,fraude,centro,4.0,baja,34,NaN,NaN
2024-09-18,la serena,robo,centro,6.0,NaN,40,9.0,2024-09
2025-12-19,vicuna,robo,sur,6.0,NaN,28,12.0,2025-12
2024-08-03,andacollo,robo,sur,4.0,NaN,55,8.0,2024-08
NaN,la serena,NaN,centro,19.0,baja,37,NaN,NaN
NaN,la serena,robo,centro,17.0,baja,69,NaN,NaN
NaN,coquimbo,robo,norte,8.0,baja,17,NaN,NaN
2024-11-20,monte patria,fraude,centro,4.0,baja,53,11.0,2024-11
NaN,andacollo,robo,sur,500.0,baja,17,NaN,NaN
2024-08-05,ovalle,NaN,centro,18.0,baja,51,8.0,2024-08
2025-06-28,la serena,fraude,norte,11.0,media,65,6.0,2025-06
NaN,illapel,robo,centro,4.0,baja,38,NaN,NaN
2024-12-22,vicuna,violencia,centro,NaN,alta,57,12.0,2024-12
2025-05-24,vicuna,violencia,centro,NaN,NaN,41,5.0,2025-05
NaN,la serena,robo,centro,16.0,baja,40,NaN,NaN
2024-02-10,la serena,violencia,centro,NaN,baja,64,2.0,2024-02
2025-01-27,monte patria,fraude,centro,3.0,baja,29,1.0,2025-01
2024-08-07,monte patria,violencia,norte,2.0,baja,18,8.0,2024-08
2025-08-06,ovalle,accidente,rural,NaN,NaN,19,8.0,2025-08
2024-01-25,coquimbo,NaN,centro,3.0,baja,55,1.0,2024-01
2024-07-30,illapel,robo,norte,10.0,media,28,7.0,2024-07
2024-08-24,coquimbo,violencia,rural,11.0,baja,18,8.0,2024-08
2024-02-04,andacollo,fraude,centro,12.0,baja,24,2.0,2024-02
2024-04-01,vicuna,hurto,centro,10.0,media,43,4.0,2024-04
2024-12-31,ovalle,robo,rural,16.0,alta,62,12.0,2024-12
2024-10-21,coquimbo,accidente,sur,4.0,alta,15,10.0,2024-10
2024-05-14,la serena,NaN,norte,19.0,baja,17,5.0,2024-05
2025-05-03,salamanca,fraude,centro,NaN,alta,29,5.0,2025-05
2024-11-22,coquimbo,robo,sur,13.0,NaN,29,11.0,2024-11
2024-10-08,salamanca,robo,norte,14.0,baja,19,10.0,2024-10
2024-03-23,monte patria,NaN,norte,18.0,baja,25,3.0,2024-03
2024-02-03,salamanca,NaN,centro,NaN,alta,69,2.0,2024-02
2024-07-31,coquimbo,NaN,centro,12.0,alta,27,7.0,2024-07
2024-11-18,andacollo,fraude,rural,17.0,alta,50,11.0,2024-11
2024-02-11,ovalle,hurto,sur,5.0,baja,62,2.0,2024-02
2025-12-04,andacollo,robo,centro,11.0,media,NaN,12.0,2025-12
2025-07-06,illapel,robo,norte,3.0,alta,22,7.0,2025-07
2025-10-20,vicuna,violencia,norte,NaN,media,39,10.0,2025-10
2025-06-03,la serena,accidente,rural,14.0,NaN,NaN,6.0,2025-06
2025-09-12,coquimbo,accidente,norte,3.0,baja,21,9.0,2025-09
NaN,salamanca,NaN,norte,13.0,alta,37,NaN,NaN
NaN,monte patria,fraude,norte,10.0,alta,20,NaN,NaN
2024-01-17,vicuna,NaN,sur,18.0,alta,32,1.0,2024-01
2024-09-07,la serena,robo,rural,7.0,alta,37,9.0,2024-09
2024-06-18,illapel,robo,norte,1.0,baja,37,6.0,2024-06
2025-12-22,vicuna,robo,centro,10.0,NaN,NaN,12.0,2025-12
2024-05-03,andacollo,NaN,sur,11.0,NaN,58,5.0,2024-05
2024-03-24,la serena,robo,centro,7.0,alta,NaN,3.0,2024-03
2025-10-27,la serena,violencia,norte,8.0,NaN,69,10.0,2025-10
2025-12-25,la serena,robo,NaN,8.0,alta,15,12.0,2025-12
2024-07-19,illapel,robo,sur,3.0,baja,22,7.0,2024-07
2025-07-13,coquimbo,accidente,norte,13.0,media,18,7.0,2025-07
2024-09-20,la serena,fraude,rural,19.0,baja,69,9.0,2024-09
2025-01-10,coquimbo,hurto,norte,17.0,media,130,1.0,2025-01
2024-07-11,andacollo,robo,centro,4.0,NaN,62,7.0,2024-07
NaN,ovalle,robo,rural,14.0,baja,65,NaN,NaN
2025-06-06,ovalle,accidente,norte,6.0,baja,18,6.0,2025-06
NaN,coquimbo,hurto,sur,7.0,media,49,NaN,NaN
2025-09-15,vicuna,fraude,sur,6.0,NaN,29,9.0,2025-09
